"X2.5.","X25.","X50.","X75.","X97.5.","groupSize","round","value","sizeCategory","indiv_small_large","taskDifficulty3","sizeCategory_string"
0.422620736485875,0.666525449799701,0.793103790888184,0.897308363388129,0.986833787811305,1,31,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.425435120656055,0.66726333647936,0.798509875389647,0.902528600768053,0.988386795716387,1,32,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.432205821189168,0.669931406348145,0.799818136432149,0.904708630319986,0.98745690952254,1,33,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.432903569404586,0.673073091712581,0.803902547152584,0.90842015201344,0.989647420937262,1,34,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.437394613927628,0.67471033836304,0.807463027639305,0.909463894364682,0.991186054510852,1,35,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.446429998764804,0.67864126484372,0.809575321377504,0.913178796283228,0.990916461865137,1,36,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.444937884148405,0.685554278583884,0.813106725327042,0.916577665394643,0.992059047771113,1,37,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.453474940318205,0.687231785520391,0.818281741299621,0.920144407109478,0.99223695847281,1,38,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.456770833767126,0.693302929428299,0.822420118209758,0.92285194171062,0.993064384999336,1,39,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.454436394957903,0.695716235439741,0.825057661565999,0.923645761890375,0.993974736389515,1,40,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00226461895642917,0.0319277963729491,0.0801161660394223,0.151795618523407,0.287936656205629,1,41,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00209261414646066,0.032230600004259,0.0893627084965576,0.178437694035238,0.506994152289978,1,42,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00201436694371857,0.032879131391764,0.103511021707435,0.237461438503226,0.577849948273831,1,43,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00193266385163926,0.0342757313113801,0.11957926054796,0.332963326988814,0.64765137073355,1,44,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.0017644774491163,0.0364329827235558,0.146708991316321,0.404007591791466,0.760469956768347,1,45,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00160484879298555,0.0386181775964792,0.168568253221899,0.446551289296576,0.845723326172793,1,46,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00153363536950275,0.0401425960940372,0.202467521489506,0.470796292052984,0.878921460026679,1,47,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00137581013130914,0.0414383227067114,0.245598247989179,0.480679025166653,0.900860620206157,1,48,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00146753813517465,0.0464535438067522,0.298717589974812,0.490232104184282,0.92201342966792,1,49,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00136191947375855,0.0500577753845194,0.33908129616153,0.495670366215135,0.939621241873811,1,50,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00121696584858117,0.0548343410468193,0.368434877342833,0.499321891511171,0.942609947188453,1,51,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00112388525156692,0.066505645773781,0.389712349693147,0.501736931388168,0.952445667465692,1,52,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00107647030953042,0.0745059797170933,0.405458472052727,0.507357621165293,0.960078228601746,1,53,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000985161676812242,0.0881911658363993,0.417687170396843,0.513892946372511,0.965741892350034,1,54,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000945435522025371,0.103582224464047,0.431036374391431,0.519966656626531,0.968506006273721,1,55,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000944458086597645,0.114622815593979,0.44202493952373,0.531590939831797,0.972672292666814,1,56,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.00086344798864476,0.121808881501699,0.448986942562212,0.54412132571502,0.97482888115374,1,57,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000867449450452362,0.127749173166619,0.455854590884005,0.556993316753124,0.977847496022408,1,58,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000757885159027623,0.1416870021548,0.461565354621472,0.582597215005472,0.978282441090384,1,59,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000709731130444427,0.166148580709813,0.467168249886196,0.594936921654045,0.981903544812314,1,60,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000621328161575852,0.198248501893265,0.472877192457041,0.605890042500671,0.982856190802525,1,61,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000660852981277623,0.22417521608573,0.476655168381066,0.623744366403964,0.984794934942571,1,62,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000542661413430793,0.247549752286801,0.478990398068604,0.6509734565818,0.986184933014528,1,63,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000540655581940644,0.264853143129237,0.48310501068432,0.679507336941031,0.987317466729178,1,64,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000520629420677619,0.283476859218678,0.48476750792198,0.712515732448144,0.987250534998667,1,65,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000497897642429822,0.300360492260803,0.486260685778188,0.732457843191415,0.989132677631776,1,66,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000425016561964827,0.313459372390123,0.488586838601884,0.749084776209447,0.989624975469583,1,67,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.0003962699308536,0.326154643327732,0.490641256100339,0.763068752037785,0.990949452058509,1,68,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000388665109110101,0.334080273972945,0.491202602046548,0.783399417857175,0.992011486469474,1,69,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000354865612045497,0.343087696867672,0.492738013942522,0.789717827599587,0.992718848409154,1,70,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000394401356541805,0.354720253167485,0.493066213798904,0.806986972114046,0.992288649695513,1,71,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000324048982620401,0.361390303769843,0.494322756909645,0.814844886366888,0.993256765933773,1,72,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000299508883163866,0.370342637649664,0.49497966056498,0.824797109766428,0.99379679034061,1,73,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000298180475489804,0.373781429550947,0.495704641302456,0.829284151821095,0.994538286979335,1,74,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000258597790650703,0.37886166951193,0.496930830769803,0.834978189993262,0.994262375990381,1,75,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000239613176776501,0.380379494161482,0.497109548343599,0.842514526793254,0.994832923009664,1,76,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000239353761236044,0.389509118186087,0.497473733539082,0.848284892909996,0.995081494580839,1,77,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000227521367951982,0.389737392578523,0.497508920500666,0.852870044914014,0.995437553129,1,78,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000203090102524944,0.398176313002219,0.497907205644383,0.85649692006396,0.995581613604044,1,79,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000172269119618535,0.40473790226923,0.498225066910132,0.864435088530453,0.995899785257628,1,80,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000154728547672501,0.408611934306718,0.498669129854271,0.869832381166261,0.996067655239222,1,81,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000149637930677639,0.409794391324456,0.498784368855918,0.876314996637231,0.996389333772241,1,82,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000151516294468358,0.414560600892192,0.498880832729054,0.88063522343725,0.996486709544267,1,83,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000135371383682965,0.4202361054464,0.499088422386689,0.883000389657448,0.996447939397567,1,84,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000124929524626581,0.420094788900162,0.499285086277864,0.88556434876966,0.996665756418942,1,85,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000121522285012857,0.423992661916034,0.499265278903731,0.891328770337985,0.99698029710783,1,86,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000107263019896912,0.427023582614736,0.499394094883606,0.891752643836629,0.997342959361178,1,87,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000109262128105371,0.427531701331832,0.499484868570799,0.897132199136835,0.997280102390337,1,88,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000100402383599255,0.429759111056007,0.499604164101068,0.902194410778355,0.99778271671661,1,89,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
0.000100789917138706,0.431929430795925,0.499599101263847,0.907643175893676,0.998088692253883,1,90,"optimalChoiceProb",1,"Individual","Low Uncertainty","n = 1"
1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,1,1,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.19282887648727,1.29065041253633,1.34447946675785,1.48584787621602,1.71255987209236,1,2,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.176015536186,1.3031947237339,1.42060415488061,1.55362999198647,1.79581744743848,1,3,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.17769106347545,1.34166531151728,1.47293821203093,1.59574452560034,1.83955948869355,1,4,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.18571022975427,1.37487160627664,1.51157551905906,1.63184099191328,1.86511714110053,1,5,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.19228611578319,1.40585371024984,1.53991894292215,1.67010727230462,1.88248245879546,1,6,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.2020742561763,1.43376253449546,1.5649582728144,1.69637030282029,1.89697431116218,1,7,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.21009758684771,1.46078966613668,1.58891771916839,1.71982453942782,1.90516380367164,1,8,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.2328531614678,1.48052131844946,1.61131030503091,1.73698548402593,1.9174374187153,1,9,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.24774283062026,1.49941280088623,1.63059639166574,1.75267507505706,1.92565844569164,1,10,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.26867814969022,1.515866457821,1.64463770575165,1.76575920661923,1.93543961385512,1,11,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.27935413459019,1.52952776813263,1.65930393401369,1.77870140889909,1.93800860499976,1,12,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.28922551626494,1.54456245551291,1.6716301059528,1.7910705952453,1.94458765184661,1,13,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.2986888057091,1.55608283340634,1.68441571134433,1.80063960484778,1.95023761084037,1,14,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.31313404892609,1.56622335928064,1.69324713183878,1.80924701241881,1.9541628376285,1,15,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.32360857589466,1.57569566809483,1.70299889034378,1.81860742816743,1.95793763714754,1,16,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.3339655101943,1.58569787362923,1.71205364449413,1.82535521525611,1.96167568402828,1,17,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.34232160550229,1.59411276016551,1.72045703028805,1.8315982296634,1.96508070741681,1,18,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.3497656725701,1.60130856565451,1.72602467388599,1.8386567507565,1.96629342934441,1,19,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.35851086258148,1.60832492798275,1.73508512128155,1.84484549471949,1.96850710669373,1,20,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.3670582445366,1.61702733985972,1.74427367877225,1.8492921789718,1.97118014085662,1,21,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.36856294998981,1.62423618456608,1.74669525654925,1.8565807064196,1.97313758649548,1,22,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.37831886121948,1.631429549342,1.75440013103136,1.86209165150091,1.97607325139414,1,23,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.37829534613692,1.6349153903312,1.75747571424298,1.86631571822521,1.9773593882702,1,24,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.39008326568766,1.63914342727946,1.76524056879926,1.87131503584987,1.97818701726419,1,25,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.39194705195885,1.64388953304261,1.77038965161592,1.87666044765318,1.98048011208305,1,26,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.39994976255137,1.64996702947763,1.77574658329061,1.88189247101828,1.98268990308242,1,27,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.40426191213755,1.65447701097373,1.78089140221013,1.88510062873347,1.98382019428673,1,28,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.40979198721686,1.65632063294148,1.78425839301812,1.88998004069975,1.9851368937114,1,29,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.42237800907775,1.6630282330161,1.78957191117101,1.89323692591009,1.98604488888603,1,30,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.42262073648588,1.6665254497997,1.79310379088818,1.89730836338813,1.98683378781131,1,31,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.42543512065605,1.66726333647936,1.79850987538965,1.90252860076805,1.98838679571639,1,32,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.43220582118917,1.66993140634814,1.79981813643215,1.90470863031999,1.98745690952254,1,33,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.43290356940459,1.67307309171258,1.80390254715258,1.90842015201344,1.98964742093726,1,34,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.43739461392763,1.67471033836304,1.8074630276393,1.90946389436468,1.99118605451085,1,35,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.4464299987648,1.67864126484372,1.8095753213775,1.91317879628323,1.99091646186514,1,36,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.44493788414841,1.68555427858388,1.81310672532704,1.91657766539464,1.99205904777111,1,37,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.45347494031821,1.68723178552039,1.81828174129962,1.92014440710948,1.99223695847281,1,38,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.45677083376713,1.6933029294283,1.82242011820976,1.92285194171062,1.99306438499934,1,39,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.4544363949579,1.69571623543974,1.825057661566,1.92364576189037,1.99397473638952,1,40,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.86068506692226,1.9807627591484,1.99984829286432,2.02017898745647,2.13758488603427,1,41,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.87995389316375,1.98509442387283,2.00235291699007,2.03713874155896,2.46424103315195,1,42,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88503472651382,1.98878308159146,2.00679871118971,2.09637334346,2.49806491099996,1,43,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.89038454712826,1.99148691857381,2.01256984382823,2.25006813706996,2.54991105974462,1,44,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.90413152506988,1.9943989488822,2.02183523301515,2.34201877848631,2.72244009476909,1,45,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.90451266835946,1.99668129400791,2.03956231994377,2.39141701836965,2.81822531575051,1,46,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.91231942817613,1.99843745795819,2.06844390146713,2.42535805776104,2.85618220479605,1,47,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.91223923860588,1.99936233662982,2.12433723396228,2.44263281368924,2.88655105357907,1,48,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.91068314940487,1.99998897018524,2.21494406340142,2.45760605384501,2.90851381588167,1,49,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.91297549159534,2.00068116133129,2.27389403833984,2.47069659644157,2.93034435889978,1,50,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.91060910662072,2.00146434444165,2.3072978512277,2.4784821811186,2.93666178793163,1,51,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.90717408877102,2.002757044434,2.33200226986895,2.48577142463077,2.9482935955167,1,52,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.906825339387,2.00409813161068,2.35184443361643,2.48960199279819,2.95674946661649,1,53,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.90384760940037,2.00607660795179,2.36832182155985,2.49312539251903,2.96127896843954,1,54,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.90398957445822,2.00833163938018,2.38308900553983,2.49538104706986,2.9644803319621,1,55,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.9025511961989,2.01311793823287,2.39551843257144,2.49805559000403,2.9686106763062,1,56,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.90266205795304,2.01927558998496,2.40796728269567,2.49911199205943,2.97199446511664,1,57,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.89841517444255,2.02662222040039,2.41476893419375,2.50024376765526,2.97544417339056,1,58,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.89367649746153,2.04427717069845,2.42422865479403,2.50384469810751,2.97570976442452,1,59,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.89291091032336,2.06378913625389,2.43329350761036,2.5103781673807,2.97971495419776,1,60,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88960672534373,2.10016258082174,2.43880064458832,2.52366380312098,2.98113422400374,1,61,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.89052700799291,2.1281063982188,2.4458423039702,2.5514070944581,2.98321632251915,1,62,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88602074399345,2.15491751858816,2.45004447884446,2.58433816813234,2.98499299729249,1,63,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88862200655096,2.17875011665218,2.45659407005848,2.62221961204058,2.98596802427485,1,64,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.8859676616784,2.20015338852655,2.46022134211594,2.65608516421818,2.98625389098196,1,65,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88588763651585,2.22349399291246,2.46514631639319,2.68060938588258,2.98795525824377,1,66,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88532788148932,2.24009798991286,2.47031113217674,2.7039536265342,2.98847066855197,1,67,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88285658693526,2.25316573423686,2.47247040261591,2.718618199152,2.98977650741156,1,68,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.87942129633661,2.26543967591584,2.475205748089,2.74078677044165,2.99114284278676,1,69,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.8874353738935,2.27395080875693,2.47847700995597,2.75221840505741,2.99203357352456,1,70,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88579292800493,2.28256616254763,2.48124327194277,2.77236846760718,2.9915206629787,1,71,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88932899062994,2.29440412661395,2.48205951018217,2.78501913483582,2.99251351543698,1,72,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88866970224084,2.29942824467185,2.48444436936304,2.79385751347208,2.99318881456183,1,73,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.88493120349385,2.30442982541324,2.48572153455299,2.80248137941502,2.9939698192839,1,74,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.89280655576061,2.31008393543329,2.48762580005297,2.80738893803448,2.99390884581167,1,75,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.90684548036657,2.31229341367254,2.48853505589542,2.81514683210967,2.9943206576711,1,76,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.9210479561532,2.31896692951731,2.48883249587899,2.82440036783428,2.99466265147635,1,77,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.92838244144789,2.32015651657003,2.49001750573804,2.82858818101185,2.99511506311792,1,78,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.92674405491869,2.32676634137975,2.4914066372639,2.8360837402113,2.99522012202152,1,79,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.93098666592926,2.33409017254984,2.49202708497798,2.84270371054378,2.9956023503208,1,80,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.93881321894182,2.3391106183497,2.49320983219085,2.84883351402997,2.99581382435063,1,81,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.94275536347311,2.34598888113524,2.49347922566519,2.85613743152589,2.99592566123807,1,82,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.93756129816314,2.3535896057584,2.49411010911162,2.86427615371663,2.99617566812695,1,83,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.93587849168194,2.35764168965438,2.49481889376893,2.86389368651343,2.99604487070065,1,84,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.94156934095793,2.36151863805818,2.49501882668222,2.86741541527572,2.99637008245495,1,85,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.95787878260336,2.36797040152397,2.49541037555989,2.87487870087096,2.99675234354878,1,86,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.96002140285551,2.37325566817393,2.49581551751308,2.87651435698768,2.99715860238373,1,87,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.95603327042123,2.36931785164255,2.49625026790969,2.88141610648241,2.99697507702637,1,88,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.96107271931392,2.37763639172833,2.49639365977685,2.8883164123813,2.99763948883097,1,89,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
1.97191991221986,2.38238084433213,2.49690132908028,2.89378287156868,2.99791485457813,1,90,"expectedPerformance",1,"Individual","Low Uncertainty","n = 1"
0.105655879585577,0.60566648451132,0.981464103542161,1.38095825389105,2.13538484328363,1,1,"payoff",1,"Individual","Low Uncertainty","n = 1"
