"subject","round","AL6_annealing_indiv_netBeta_p2.5","AL6_annealing_indiv_netBeta_p25","AL6_annealing_indiv_netBeta_p50","AL6_annealing_indiv_netBeta_p75","AL6_annealing_indiv_netBeta_p97.5","amazonID"
25,1,-0.432360191879173,0.60175197317936,1.03119494756016,1.49644529443395,2.75218655149019,"A1GOTCAV0X9TRQ"
26,1,-0.722181981535292,0.1057437739608,0.54786927395234,0.938778258066036,1.99147087503153,"A1H49IS4NJB5I4"
27,1,-0.0480306673590889,0.990006198219549,1.43318683008488,1.8751185202517,2.90945816142559,"A1H6AZSS5DQ0KD"
28,1,-0.678942104308997,0.155893217494533,0.543326120781497,0.929745365731127,1.85307919326536,"A1HVSYBRKRQHJQ"
29,1,-3.38007109836422,-0.44195121545932,0.304092141612226,0.815130432600847,1.8974810517276,"A1K8QNLYYYX21W"
30,1,-2.36312236270878,-0.308945042236651,0.239241853045252,0.765754547252629,2.23637613861932,"A1KR7X0BSCEDV6"
31,1,0.479712195988747,1.14495806984436,1.52516945173148,1.89062625883861,2.68295667672815,"A1LJ4WAEDGELVL"
32,1,-0.278781388947588,0.454662613396531,0.812812182877073,1.15270053516042,1.98323471345305,"A1O0QLF543UTYK"
33,1,0.083973377220638,1.011199373402,1.47992633796626,2.06478265526916,3.79741849847839,"A1OSBPDYPJU3BX"
34,1,0.160407235353847,0.802379961241642,1.13752752693503,1.48630900964984,2.27787056273168,"A1P6OXEJ86HQRM"
35,1,0.101034800406445,0.602042345371403,0.852106928553817,1.10092540694444,1.5965090704794,"A1P8M5BKOTAA8I"
36,1,-0.219773057417462,0.449483756714031,0.7453343098321,1.03258522256177,1.72590805593549,"A1QHJGHKDIG3T5"
37,1,-0.633176101435617,0.0954750071410397,0.39393017397142,0.757849913145322,2.26750948958536,"A1QTQISKEHWSKZ"
38,1,-0.518756898205746,0.055620038433858,0.352486631394154,0.629653233042978,1.16086036592241,"A1S6QWSCBRYSFZ"
39,1,-1.4645289385221,-0.418288665520164,0.221468979782419,0.823845763387031,1.79046687081215,"A1UL0HQUZQPMSX"
40,1,0.492461331209869,1.24462037268327,1.59953336642982,1.98144350683541,2.7717946676106,"A1US9EJYVBJG4E"
41,1,-1.44233435497395,-0.301724776761293,0.173496451762551,0.652530720727108,1.64466085574518,"A1VB3EK8F51GF0"
42,1,-0.485896998681606,0.149769529305476,0.504649879079203,0.807297720816514,1.40162914931128,"A1WPAUE93BXV43"
43,1,0.725917472557374,1.29260675461525,1.65006626424968,2.11769440333621,3.18432001737049,"A1YGSYTOGXCQY7"
44,1,0.459387320318717,0.90623584078934,1.18717477828017,1.51489342978713,2.14869879072585,"A1ZF2GZ2ZRV8OY"
45,1,0.466402330372036,1.01722322761121,1.39589049497908,1.77358230883896,2.62795805896644,"A22MNN3ZTBSAY3"
46,1,0.214287410754233,1.0163903034385,1.45120085373571,1.9510889221289,3.25954132858655,"A248ARSA6FS20S"
47,1,-0.402488172061764,0.122533527403777,0.401356031576742,0.667399790688042,1.24582154050532,"A25JU9QH52Q850"
48,1,-0.665946225754092,0.247124469963965,0.658371255040113,1.04705813067685,1.77615389697565,"A268SWOS479FCX"
49,1,-3.23071284428812,-0.580636793529308,0.689813946079877,1.65641175475346,3.5463504145663,"A26XN1TM6CV01T"
50,1,0.133528767658181,0.962548148608138,1.33865570909013,1.7254146283772,2.43815430927411,"A27W025UEXS1G0"
51,1,0.228327440146026,0.870318776603982,1.22151754994422,1.58674554071851,2.49129138734409,"A29CKVKSYJXIQ0"
52,1,0.00299579889731338,0.550210768040775,0.813213432421086,1.0991973592539,1.7535014124526,"A2B227N1NQYS56"
53,1,0.0613469621730163,0.739833746851165,1.08658792765284,1.41098151091395,2.14820850237766,"A2DPD0ZZQ437JD"
54,1,0.12482967068767,0.859136392855553,1.24782407715165,1.66476626715617,2.63752940882769,"A2EASYYCE5BTRX"
55,1,-0.012146227605302,0.571072379565733,0.876954568906014,1.1672594785177,1.72570374227008,"A2EPI9A2N9OP3J"
56,1,-0.219935266396142,0.56945500497637,0.944701291494363,1.31800117940189,2.04386860431729,"A2FH1TQLYUUDA6"
57,1,0.349275951903252,0.836307329879356,1.10000475465374,1.40209359791566,2.03823020395025,"A2G6074KBB11TH"
58,1,0.70036924239494,1.70187286894127,2.44690296540868,3.31518288592476,5.53874185484961,"A2GTJ0BD4CG1A2"
59,1,0.801218665809278,1.52492169824858,1.88448825161176,2.30062372144434,3.1837641522076,"A2HBI8BAE2C5QH"
60,1,-0.00389274256580857,0.868538449532042,1.32151465556055,1.82772655290239,3.40031139142522,"A2HGRSPR50ENHL"
61,1,1.09793915746711,2.65329219568568,3.83725502138586,5.58874749540615,11.8262750699626,"A2KILX22PTLDP5"
62,1,0.192354653771944,0.711029744424362,0.967321158924013,1.24183719337365,1.87040184094642,"A2L9B50FTW82Y6"
63,1,-0.0610893397942683,0.622370705133129,0.963724304396144,1.33676882046927,2.17648324742821,"A2MG1LLIKMGAMX"
64,1,0.786404264964152,1.41937859729697,1.7886581420561,2.17942448156277,3.10921304088629,"A2NU7L1HSP7URF"
65,1,0.218978331204781,0.641348721531095,0.896438211308473,1.14782950680448,1.6169706040775,"A2NX7CFCV3MUOS"
66,1,-2.26889279206451,-0.618067456465339,0.362449322876728,1.37486246313416,2.95530447032327,"A2RDNYV4SH5E89"
67,1,0.319472446845062,1.17085886779043,1.64228273206317,2.2463030253538,3.88400371926899,"A2RMJNF6IPI42F"
68,1,0.200487039847068,0.802330003478982,1.1348176482371,1.48764930319569,2.28031772168202,"A2SZ9Q287HSOCL"
69,1,0.589530076500469,1.10590321042174,1.37252592633426,1.67546600713425,2.36009845610612,"A2VX8B1CJXRN2"
70,1,-0.159168646796095,0.450328190779685,0.817722049196923,1.1292409749976,1.81588119099947,"A2VZ8PX50FB2IG"
71,1,-1.58387342023563,-0.680850121537043,-0.150251415458285,0.372079661945049,1.6089089916286,"A2WBZ3W4TZNCJL"
72,1,-0.221600648186357,0.216141774999532,0.45705994898068,0.696549746688432,1.19689267503919,"A2WX9BYW5TI8OA"
73,1,-0.159847778370462,0.701460047098193,1.1459310349669,1.62247434959362,2.828722239128,"A2Y5DDEPG81LLJ"
74,1,1.87558139372919,2.75170597003967,3.29082458274722,3.9189003660189,5.27568705438878,"A2YGAEODJ5SSF6"
75,1,-0.215594238949164,0.484786020842423,0.807416088842457,1.13484097954317,1.96035560339207,"A319HGTKM0UY0V"
76,1,0.327894129994439,0.896531045045277,1.19892944128808,1.51154325812842,2.28480114229417,"A31VV1PIYCL1TW"
77,1,-0.38481769090106,0.488464756299983,0.840601755495204,1.18996704860337,2.02059041522861,"A34BY21KX8GMU0"
78,1,-1.18871022888,0.39615553687424,1.19956363332435,1.89197274992182,3.75897894397364,"A3941WEC7ZNTWP"
79,1,0.239122383257829,1.29195794130327,1.78691611594196,2.39916871320387,4.22554241520049,"A3D2U4QF7821ZW"
80,1,0.0693864871653828,0.742829643786611,1.0966763220244,1.44790983513864,2.13528195854688,"A3DS5B06ZCD3E3"
81,1,-0.537270715494885,0.172200382811771,0.557086316430293,0.898360829515247,1.54623305940442,"A3E3RCR51Z8EVP"
82,1,-1.82186864608178,-1.07108613306918,-0.70289459698759,-0.382338089298,0.707722827473765,"A3EBUBRYCKB6AF"
83,1,0.639182404483053,1.33596828367292,1.70988405287938,2.15103635454691,3.21334986598536,"A3F0NFNLOLFJT0"
84,1,0.926118021175532,1.84117872543996,2.38366379548376,2.9835415122908,4.97295585577232,"A3FUE8NT14U4RO"
85,1,-0.472451555523503,0.299060339579825,0.653983914198936,1.00303213799316,1.64943975343487,"A3G55RJTW3BSGM"
86,1,-0.12411873724479,0.469726443556326,0.814882752168174,1.11614799928721,1.799679683873,"A3G5FY6NGZWIY7"
87,1,0.357533022478387,0.864229207859446,1.15745790332859,1.44841518407256,2.11709209532292,"A3G7GSX2R7723Z"
88,1,-0.0783159265990975,0.475140524996804,0.75669439554778,1.05131558625625,1.64044376005062,"A3GX1M6BYHJOYC"
89,1,-0.0162622970546641,0.774500311700411,1.22525449124311,1.73315116746324,3.20613436792379,"A3H9A9RWEEL8FY"
90,1,-1.80120052954472,-0.606816823206645,0.107749563650657,0.922759699193405,2.58188575905284,"A3J0IAI8AJBGKX"
91,1,-2.33745795175769,-0.42308188207203,0.239200645995373,0.780843124307874,2.08854523993724,"A3LZCR1FDVSVQ8"
92,1,-0.289287769129824,0.521701178261712,0.937324488668156,1.38387825868598,2.37304879970347,"A3MDWIKJ91HLIY"
93,1,0.0567471233544881,0.68504844560136,1.0659170983761,1.40633028426185,2.25727666010823,"A3MYPYBVHX7FQ2"
94,1,-0.0219235999774765,0.525457820412446,0.77111990520859,1.02613067627565,1.55637647377631,"A3NS1DN6J7Z3EU"
95,1,0.292872395594803,0.890070885197447,1.24523957024224,1.6522218882259,2.48955722359884,"A3OV174HQJIJK8"
96,1,-0.350449093517772,0.318406062266814,0.661969822793842,1.03029757735094,2.12573628864498,"A3P79MY5ZYQA41"
97,1,-1.13921769025795,0.4250099421194,1.17238757498114,1.85888285407947,3.81528492460272,"A3SCEZTWZYV3BC"
98,1,0.024019992050241,0.687210474858567,1.03655968145545,1.39350002202003,2.18946994415803,"A3TK7HVFEKB00R"
99,1,0.641227848758027,1.36757167121379,1.80340875068727,2.29395683520686,3.2574458226747,"A3W6T1WDYXMR3"
100,1,-2.01576366433357,-0.867833769722125,-0.385071143249761,0.19402437213875,2.2320477060912,"A5T9IFDZ3W4T6"
101,1,0.653588634723955,1.32698802806024,1.72248897705319,2.12600222628238,3.56959476979745,"A6NNTKY436XR8"
102,1,0.304343024007665,0.800569514385625,1.03846602986553,1.29744436210828,1.8328575959321,"A7RQ5DNXWAA74"
103,1,-0.261414446670533,0.439311658085782,0.750460524880544,1.05527625637146,1.68289825528737,"A8DGMANJAHWYX"
104,1,0.552040900955537,1.13911990250823,1.5059136838362,1.87155204338642,2.66725536844617,"A8L450UGY77XB"
105,1,0.928668687368482,1.55867180159868,1.92874832327495,2.3476177892795,3.3555852415672,"A9HQ3E0F2AGVO"
106,1,1.18930750554981,2.14358143523891,2.80405729798728,3.68787352783631,7.48102083519809,"ABMX8XUNPR3LP"
107,1,0.230662756202177,0.79084523681908,1.04478098467261,1.30610760891097,1.835001826438,"ACM517GLZPTV3"
108,1,-1.29027001913358,-0.321925938777682,0.143186505162341,0.599034316507015,1.61295577014023,"ACWGD3ZOAY2EC"
109,1,-0.210184004229355,0.607546510498538,0.9706333396975,1.417949458422,2.48028917140973,"ADORQ9L093MIA"
110,1,-0.0419301528745984,0.870835242343751,1.3246666663963,1.82273360584682,2.94268239979214,"AEKCK3L7OKCY9"
111,1,0.757232829864074,1.62818583844319,2.08946579572244,2.63095931868931,4.02945889567539,"AEWYDJH6TFBCW"
112,1,-0.681112277504537,0.240235103178897,0.658664653743322,1.05241090924942,1.79058061119858,"AIC8CB12DQC0K"
113,1,0.791409662815425,1.6079575631347,2.09090581396626,2.71096811762436,4.17588179624985,"AJ34WB9Z37ILU"
114,1,-0.390148158849815,0.264426952841787,0.611541098507384,0.915601517020496,1.74624944925814,"AJFCCRG1TM3WT"
115,1,0.697829440492553,1.42882431584694,1.84373322347829,2.23840641145321,3.19137250130351,"AKYXQY5IP7S0Z"
116,1,-0.821112010877494,0.179878150179242,0.574591138591751,0.981257829379208,1.7929249746027,"APUPF3D94XYUQ"
117,1,1.36049988186405,2.37053837336186,3.14121874675346,4.13199579583975,7.76074598635412,"APYVHMR93BEMG"
118,1,0.863868176804298,1.64445760554309,2.30339184928678,3.16966599045003,6.51182796433689,"ARRUJ85BK6Z4R"
119,1,-1.14461521513508,-0.565835159228344,-0.245330484543154,0.0506000093050956,0.812850195839994,"ATOAZIAM04AXA"
120,1,0.187765646807308,0.812901404638917,1.16004823556586,1.52381687316448,2.3465339665105,"AU01P6YB9J5JX"
121,1,0.0597123971659008,1.25318694757743,1.73993968088502,2.26439334369871,3.62007507966595,"AV22FQTJNBUZT"
122,1,-0.594160563319766,0.565503906578417,1.0136832176969,1.4813791070761,2.7065613226138,"AVQGY7FCU80XP"
123,1,-1.90640802172048,-1.31031450469542,-1.01750432235589,-0.748637505766895,-0.279346491156305,"AX3MVCU5MEFED"
124,1,-2.67748543855434,-0.872544205372473,-0.20298655573367,0.476095365857667,1.98738157150075,"AYSG3J2U3UF1Y"
125,1,0.136526707111734,0.851757497436085,1.23732391085749,1.58921726782198,2.33487178192643,"AYUREWGFQG5JV"
126,1,0.494973190377392,1.14710307452223,1.47486725357744,1.84139728366618,2.59870031441641,"AZ9BZONG644TU"
1,2,0.227172131800204,0.764009371186526,1.04620437552697,1.30971059574638,1.95643238682499,"A10BH9PYCYUKDJ"
2,2,-1.09073216134742,0.113952719985113,0.59606681465906,1.05136312958235,2.31731092353867,"A10MH2GE01BXXE"
3,2,0.416102152653,0.949082873130129,1.2312703149643,1.55036974702355,2.22332734948762,"A115A6OQBJFVVS"
4,2,1.08954268815135,1.785848917341,2.32017307374696,2.9940444345853,5.04983610900696,"A11G1TGXX3YS24"
5,2,0.254700482185987,0.9914261830506,1.39674308342716,1.82115672714111,2.82353351535787,"A126UU7IXRJC95"
6,2,1.04725882259601,1.97725103993802,2.7180732714955,3.66180754010198,6.14719151765628,"A12U7YNO0GKNKZ"
7,2,0.653973663053826,1.12572829419009,1.40101938135714,1.69909045584117,2.37652137776375,"A13I8ASC3JQ04P"
8,2,0.806821693682708,1.59550249858636,2.11825221377043,2.80202778469152,4.56417483777827,"A142ZRU284W9O"
9,2,0.423037160604619,0.976970935430148,1.2766414759723,1.57996499784779,2.28567858486193,"A176SCS13Y7YOH"
10,2,0.0563362116927742,1.13365885925413,1.71591998467036,2.30205310281189,4.17964525955415,"A17J1CE7N49Z9D"
11,2,0.654194934336163,1.2819190842103,1.69585251035267,2.22157142589735,3.41152697146359,"A17KIXJGFCB7ZQ"
12,2,0.940288004120706,1.58762596669108,1.96875535659803,2.39709904986161,3.46067446114782,"A183WYXN12P2TJ"
13,2,-1.55240264607035,-0.240320708478606,0.644421200291749,1.62886523060683,3.21836898564751,"A19F72FI7KBTAT"
14,2,-0.227791594475727,0.385790770231755,0.680100491508159,0.983376556427376,1.65079283842745,"A1ANSQX6FV17XM"
15,2,-0.353135546168571,0.482664606545725,0.911892111185554,1.39519433702532,2.76410132163705,"A1B79AW7Z2QNHI"
16,2,0.738255203803785,1.22031087383553,1.52242643526594,1.84810366934048,2.69226451356129,"A1BE2EQFHHB22K"
17,2,0.972208026278189,1.82700509788183,2.35570039881266,3.02994983622267,5.0657213908163,"A1C6BL1O5L5LA9"
18,2,-2.62077177849299,-1.48888820864305,-0.983353741625043,-0.458389587004776,0.50379279238159,"A1CE2XPYCDRHVZ"
19,2,0.159024135221414,0.762037353941357,1.06553557254578,1.39486157236861,2.08939542474331,"A1CIRAH2RTE7G8"
20,2,-0.0215890894224187,0.704317885914896,1.09567104793657,1.50405311741169,2.44432832945876,"A1CR8SFRWFZL39"
21,2,0.466602906695121,1.05980963003537,1.35489314459032,1.64847966602194,2.34017713937086,"A1DZLZE63NE1ZI"
22,2,0.341416600457806,0.930397327585028,1.27098487136419,1.64041137759087,2.63315085804702,"A1E4K9G6ZKPKX4"
23,2,-1.46267816516952,-0.151323894996114,0.302997157142388,0.752807860606582,1.98567439952396,"A1FF5C5BXODWSY"
24,2,0.291449040093825,0.963396210111792,1.31044934997299,1.72975252693698,2.67548458772541,"A1G8NSDKOSFEFW"
25,2,-0.353989902510987,0.668030872557352,1.08586123601845,1.53924428856519,2.75727931351856,"A1GOTCAV0X9TRQ"
26,2,-0.670303504805774,0.137116698092525,0.568588644146677,0.956284162217165,2.03648139236677,"A1H49IS4NJB5I4"
27,2,0.0707572050976682,1.05987523446739,1.49899904469271,1.93162503435529,2.94412825587393,"A1H6AZSS5DQ0KD"
28,2,-0.585941048004582,0.23220657306321,0.598138264730246,0.978207925962611,1.88229950638934,"A1HVSYBRKRQHJQ"
29,2,-3.34872177944622,-0.43787690644519,0.295929450246741,0.809204350315798,1.93194399403474,"A1K8QNLYYYX21W"
30,2,-2.31864875917774,-0.307922399393434,0.239950661872636,0.757516622709366,2.23863520213802,"A1KR7X0BSCEDV6"
31,2,0.53874280069751,1.19373726847432,1.5657735532454,1.92763238964873,2.7057377151749,"A1LJ4WAEDGELVL"
32,2,-0.176529821882106,0.527597611125209,0.868965351705754,1.20360032512307,2.03789560002543,"A1O0QLF543UTYK"
33,2,0.168260583658845,1.08827017317335,1.54875956531184,2.12800571920118,3.82187997265574,"A1OSBPDYPJU3BX"
34,2,0.234523595100751,0.858147715060175,1.18544468095194,1.52073986333019,2.31281368988854,"A1P6OXEJ86HQRM"
35,2,0.12074143907161,0.614460460919189,0.862744373291956,1.10270352270221,1.59466167900868,"A1P8M5BKOTAA8I"
36,2,-0.172369703451095,0.483241409511681,0.768152354411471,1.05470743125049,1.73241451082008,"A1QHJGHKDIG3T5"
37,2,-0.622545895133009,0.0814262639422512,0.376012451530435,0.73428593343377,2.28925488760647,"A1QTQISKEHWSKZ"
38,2,-0.454428907968129,0.114054434974318,0.400085310279885,0.667199991144781,1.19765377320098,"A1S6QWSCBRYSFZ"
39,2,-1.3746854290512,-0.349715776878493,0.273200858278419,0.868503354508355,1.82661015841431,"A1UL0HQUZQPMSX"
40,2,0.567230465159072,1.30696469543569,1.64746419611437,2.01602607458321,2.82237477196029,"A1US9EJYVBJG4E"
41,2,-1.39501066359588,-0.282842331753804,0.189226105107441,0.663783958902984,1.6941894482612,"A1VB3EK8F51GF0"
42,2,-0.416369120236935,0.208477383300148,0.560521091216604,0.850997936728474,1.43412084148014,"A1WPAUE93BXV43"
43,2,0.822697296463712,1.36560843340853,1.7149374895871,2.16710334345356,3.21602116781841,"A1YGSYTOGXCQY7"
44,2,0.490948015891958,0.936649943044106,1.20529592070064,1.5169132456098,2.14156563043339,"A1ZF2GZ2ZRV8OY"
45,2,0.533048011730936,1.05935333052578,1.43793894313354,1.80205851648799,2.64181997852058,"A22MNN3ZTBSAY3"
46,2,0.314388014018021,1.1012581287731,1.51933950841298,2.00732077520437,3.30007566279439,"A248ARSA6FS20S"
47,2,-0.369356184847223,0.148159724980441,0.419725303394934,0.682357489461697,1.24873771847263,"A25JU9QH52Q850"
48,2,-0.515597103246144,0.357295551653775,0.750848086421729,1.12948652681909,1.83700408519285,"A268SWOS479FCX"
49,2,-3.1878862661132,-0.559266887947342,0.700185183686485,1.69773589674207,3.56932098198514,"A26XN1TM6CV01T"
50,2,0.213431142011827,1.02077237428112,1.38598296714143,1.77167126338584,2.4486614482117,"A27W025UEXS1G0"
51,2,0.274291281342204,0.908634235884336,1.25851879328691,1.6106693925289,2.5024551938653,"A29CKVKSYJXIQ0"
52,2,0.0777960617908422,0.600621590743317,0.860462052162107,1.1363179216219,1.78716836627804,"A2B227N1NQYS56"
53,2,0.175457384603435,0.824605979498772,1.1627904617128,1.48834233845479,2.22653820608117,"A2DPD0ZZQ437JD"
54,2,0.157868573253354,0.881720355827655,1.26497288735028,1.67659002978706,2.63806797672311,"A2EASYYCE5BTRX"
55,2,0.00599734717819622,0.578072698802578,0.875483235403444,1.15913687843193,1.70541776244617,"A2EPI9A2N9OP3J"
56,2,-0.134056602252767,0.634654411367106,0.994894275120998,1.36398450013247,2.08113947592592,"A2FH1TQLYUUDA6"
57,2,0.392622672288932,0.869637082277232,1.12803392099261,1.42350281723214,2.03883072662766,"A2G6074KBB11TH"
58,2,0.883476900162696,1.80315387101714,2.52687943766845,3.37210202885601,5.58527273305726,"A2GTJ0BD4CG1A2"
59,2,0.858778857930376,1.56694985408254,1.92270070060768,2.32969494886436,3.20944935745546,"A2HBI8BAE2C5QH"
60,2,0.132860223952567,0.969468001138381,1.40364960464578,1.90409419755326,3.46098715073154,"A2HGRSPR50ENHL"
61,2,1.27508074750365,2.74477525964398,3.90761669370306,5.61733384414347,11.8739645768666,"A2KILX22PTLDP5"
62,2,0.222518143223942,0.726368400643714,0.97898231120698,1.2422756488609,1.84719748108369,"A2L9B50FTW82Y6"
63,2,-0.0346676243583153,0.635320906322643,0.970880329808894,1.33847841342363,2.16519439867756,"A2MG1LLIKMGAMX"
64,2,0.813418458036735,1.42929369548352,1.79259829057709,2.17437682981534,3.09000483386597,"A2NU7L1HSP7URF"
65,2,0.237120604798639,0.651975389245219,0.901577366027687,1.14670617794865,1.60314705323828,"A2NX7CFCV3MUOS"
66,2,-2.21778100698008,-0.592300603392462,0.413222704749709,1.4161613106837,2.99823494253968,"A2RDNYV4SH5E89"
67,2,0.463919945381934,1.28064356254843,1.73525097537025,2.32511775802042,3.93292512804658,"A2RMJNF6IPI42F"
68,2,0.258996813793226,0.843247366894205,1.16280297999188,1.5126812178222,2.27791225336939,"A2SZ9Q287HSOCL"
69,2,0.62166520984635,1.11397629818293,1.37771463804039,1.67446307784749,2.34926947520545,"A2VX8B1CJXRN2"
70,2,-0.0900522258252536,0.517806224407471,0.877727831065233,1.18817898622661,1.86181558704773,"A2VZ8PX50FB2IG"
71,2,-1.54868537528686,-0.652897033412356,-0.132370325732822,0.384016833417072,1.62078604535969,"A2WBZ3W4TZNCJL"
72,2,-0.191681105148521,0.235654552377209,0.467945861392224,0.703284528083552,1.19176937259033,"A2WX9BYW5TI8OA"
73,2,-0.0694916487688858,0.768855947936874,1.20159153966299,1.67242546428724,2.86369169050363,"A2Y5DDEPG81LLJ"
74,2,1.8555300026048,2.70337889046916,3.23748021386855,3.85470525404126,5.17635540519481,"A2YGAEODJ5SSF6"
75,2,-0.170056818225327,0.516236525486426,0.824661661611698,1.1479166059112,1.95552326143129,"A319HGTKM0UY0V"
76,2,0.35197791239097,0.910389181138037,1.20379216001418,1.50888517448905,2.27157738173026,"A31VV1PIYCL1TW"
77,2,-0.233485434177883,0.579741437688653,0.917587426840041,1.2486808588757,2.04321721879956,"A34BY21KX8GMU0"
78,2,-1.15489868677299,0.436979405323508,1.23193066736494,1.93291223647897,3.78644897922357,"A3941WEC7ZNTWP"
79,2,0.348448399347901,1.35733676900512,1.85401415928068,2.45468298657833,4.26895514613595,"A3D2U4QF7821ZW"
80,2,0.13098370777516,0.773573509235261,1.12538388688241,1.46822734063761,2.14253548658843,"A3DS5B06ZCD3E3"
81,2,-0.413200744563922,0.27255003259066,0.644130923600847,0.97199977065437,1.60555770904064,"A3E3RCR51Z8EVP"
82,2,-1.75714282486582,-1.0236711676883,-0.663040016988086,-0.349361413277017,0.750578792643027,"A3EBUBRYCKB6AF"
83,2,0.728332588632903,1.40226071976563,1.76210717616046,2.20149020451124,3.27510397579784,"A3F0NFNLOLFJT0"
84,2,1.01730101194063,1.90997063348326,2.44111844616016,3.03699100261325,5.00817452865801,"A3FUE8NT14U4RO"
85,2,-0.426401748847638,0.328876378222107,0.676955436791962,1.01567420477756,1.6480483811322,"A3G55RJTW3BSGM"
86,2,-0.076126556499049,0.49707105762697,0.83546070753327,1.13204456072803,1.79092075616551,"A3G5FY6NGZWIY7"
87,2,0.398986301075335,0.898035965729837,1.18170655618648,1.47037945878941,2.11861150930503,"A3G7GSX2R7723Z"
88,2,-0.0148856655928548,0.530520072741937,0.801296195020511,1.0857409242576,1.66034460079193,"A3GX1M6BYHJOYC"
89,2,0.065802062733011,0.833228526479643,1.27437224294176,1.77797919648356,3.21296087553212,"A3H9A9RWEEL8FY"
90,2,-1.74103033342723,-0.569614942104592,0.142617728743439,0.954583890063897,2.61012838731249,"A3J0IAI8AJBGKX"
91,2,-2.29930040691956,-0.418584592458755,0.249999298065196,0.796208522660115,2.07139261529335,"A3LZCR1FDVSVQ8"
92,2,-0.248802400520154,0.544224245318672,0.954219547256993,1.39435246122091,2.40387138678537,"A3MDWIKJ91HLIY"
93,2,0.0926042639701335,0.703264072694363,1.074814119723,1.40985155734469,2.2382792725719,"A3MYPYBVHX7FQ2"
94,2,0.0373666594096845,0.559711194562541,0.800426646611923,1.04651632044289,1.5804500972085,"A3NS1DN6J7Z3EU"
95,2,0.36369350077422,0.949920633146809,1.29917752701233,1.69103943891703,2.51475681815705,"A3OV174HQJIJK8"
96,2,-0.316909871989125,0.329774151053764,0.666445421714322,1.03004136015342,2.1282337091886,"A3P79MY5ZYQA41"
97,2,-1.09706133850566,0.459282233029819,1.1987653438491,1.89099839366668,3.84526539919778,"A3SCEZTWZYV3BC"
98,2,0.061758048987799,0.712167537326281,1.05595726706235,1.40350830713909,2.18563810704457,"A3TK7HVFEKB00R"
99,2,0.72622426663048,1.43125427480628,1.85652107308038,2.33550463457319,3.29850478476701,"A3W6T1WDYXMR3"
